Region,Customer.ID,Customer.Name,Sales,rank
Central,RB-193602,Raymond Buch,3479,186.0
Central,PM-189402,Paul MacIntyre,3471,187.0
Central,JS-156853,Jim Sink,3458,188.0
Central,DL-133302,Denise Leinenbach,3457,189.0
Central,EM-138252,Elizabeth Moffitt,3448,190.0
Central,CM-121603,Charles McCrossin,3447,191.0
Central,MG-182052,Mitch Gastineau,3443,192.0
Central,HG-148453,Harry Greene,3430,193.0
Central,CS-122502,Chris Selesnick,3425,194.0
Central,MZ-173352,Maria Zettner,3424,195.0
Central,DM-129552,Dario Medina,3417,196.0
Central,CC-126852,Craig Carroll,3413,197.0
Central,SW-202452,Scot Wooten,3406,198.0
Central,DM-135252,Don Miller,3402,199.0
Central,AS-100903,Adam Shillingsburg,3386,200.0
Central,RM-193752,Raymond Messe,3380,201.0
Central,CB-124152,Christy Brittain,3371,202.0
Central,TG-216402,Trudy Glocke,3362,203.0
Central,JG-158052,John Grady,3353,204.0
Central,MT-178152,Meg Tillman,3351,205.0
Central,BH-117103,Brosina Hoffman,3344,206.0
Central,AH-102103,Alan Hwang,3324,207.0
Central,BS-115902,Brendan Sweed,3321,208.0
Central,TZ-215802,Tracy Zic,3305,209.0
Central,HK-148904,Heather Kirkland,3300,210.0
Central,DA-134503,Dianna Arnett,3291,211.0
Central,KW-164352,Katrina Willman,3289,212.0
Central,SH-203952,Shahid Hopkins,3278,213.0
Central,JC-161052,Julie Creighton,3268,214.0
Central,MP-174702,Mark Packer,3257,215.0
Central,MM-179203,Michael Moore,3254,216.0
Central,TS-215052,Tony Sayre,3253,217.0
Central,BM-116504,Brian Moss,3248,218.0
Central,BS-117552,Bruce Stewart,3243,219.0
Central,SC-208452,Sung Chung,3240,220.0
Central,KB-163152,Karl Braun,3195,221.0
Central,JW-159552,Joni Wasserman,3184,222.0
Central,DM-129553,Dario Medina,3177,223.0
Central,AS-102252,Alan Schoenberger,3176,224.0
Central,RL-196154,Rob Lucas,3173,225.0
Central,BW-111104,Bart Watters,3164,226.0
Central,YS-218802,Yana Sorensen,3160,227.0
Central,ED-138853,Emily Ducich,3151,228.0
Central,SW-207553,Steven Ward,3147,229.0
Central,MH-180252,Michelle Huthwaite,3146,230.0
Central,HM-149802,Henry MacAllister,3145,231.0
Central,JM-158652,John Murray,3135,232.0
Central,GW-146052,Giulietta Weimer,3133,233.0
Central,JP-154602,Jennifer Patt,3125,234.0
Central,TS-213702,Todd Sumrall,3124,235.0
Central,JE-157453,Joel Eaton,3113,236.0
Central,BD-117253,Bruce Degenhardt,3104,237.0
Central,EG-139002,Emily Grady,3102,238.0
Central,DK-131503,David Kendrick,3094,239.0
Central,DK-128353,Damala Kotsonis,3083,240.0
Central,CD-119802,Carol Darley,3079,241.0
Central,JM-156552,Jim Mitchum,3067,242.0
Central,BF-112153,Benjamin Farhat,3061,243.0
Central,KM-166602,Khloe Miller,3059,244.0
Central,ZD-219252,Zuschuss Donatelli,3052,245.0
Central,AJ-109452,Ashley Jarboe,3051,246.0
Central,GZ-145452,George Zrebassa,3043,247.0
Central,DC-132853,Debra Catini,3021,248.0
Central,LW-168252,Laurel Workman,3021,248.0
Central,BS-116652,Brian Stugart,3019,249.0
Central,JC-157752,John Castell,3007,250.0
Central,HZ-149502,Henia Zydlo,3004,251.0
Central,PG-188952,Paul Gonzalez,2992,252.0
Central,JM-152502,Janet Martin,2987,253.0
Central,LW-169902,Lindsay Williams,2982,254.0
Central,RA-192852,Ralph Arnett,2980,255.0
Central,LS-172002,Luke Schmidt,2979,256.0
Central,JL-152352,Janet Lee,2972,257.0
Central,GH-146652,Greg Hansen,2962,258.0
Central,DD-135702,Dorothy Dickinson,2958,259.0
Central,MF-176652,Maureen Fritzler,2938,260.0
Central,CA-119652,Carol Adams,2933,261.0
Central,BD-113204,Bill Donatelli,2925,262.0
Central,JL-158352,John Lee,2919,263.0
Central,CB-125352,Claudia Bergmann,2906,264.0
Central,CB-120254,Cassandra Brandow,2903,265.0
Central,AG-106754,Anna Gayman,2894,266.0
Central,AG-105252,Andy Gerbode,2891,267.0
Central,AS-102854,Alejandro Savely,2880,268.0
Central,FW-143952,Fred Wasserman,2878,269.0
Central,CD-119803,Carol Darley,2874,270.0
Central,DW-134802,Dianna Wilson,2870,271.0
Central,TP-211304,Theone Pippenger,2863,272.0
Central,RP-193904,Resi PÃ¶lking,2861,273.0
Central,XP-218653,Xylona Preis,2859,274.0
Central,MH-174552,Mark Hamilton,2858,275.0
Central,PF-192252,Phillip Flathmann,2855,276.0
Central,CS-118602,Cari Schnelling,2853,277.0
Central,MC-172752,Marc Crier,2843,278.0
Central,SK-199902,Sally Knutson,2838,279.0
Central,GM-145003,Gene McClure,2836,280.0
Central,SV-207852,Stewart Visinsky,2832,281.0
Central,CV-128052,Cynthia Voltz,2814,282.0
Central,RS-197652,Roland Schwarz,2814,282.0
Central,JH-161802,Justin Hirsh,2812,283.0
Central,MS-178303,Melanie Seite,2803,284.0
Central,TS-213704,Todd Sumrall,2800,285.0
Central,MH-172902,Marc Harrigan,2792,286.0
Central,AJ-109602,Astrea Jones,2791,287.0
Central,CP-120853,Cathy Prescott,2788,288.0
Central,SC-200204,Sam Craven,2786,289.0
Central,AJ-107802,Anthony Jacobs,2773,290.0
Central,CM-127154,Craig Molinari,2772,291.0
Central,BC-111252,Becky Castell,2764,292.0
Central,JE-157454,Joel Eaton,2757,293.0
Central,PC-190002,Pauline Chand,2756,294.0
Central,NS-186403,Noel Staavos,2753,295.0
Central,LR-170353,Lisa Ryan,2752,296.0
Central,RA-199452,Ryan Akin,2743,297.0
Central,SA-208304,Sue Ann Reed,2743,297.0
Central,KD-163452,Katherine Ducich,2737,298.0
Central,RP-192702,Rachel Payne,2736,299.0
Central,CD-122802,Christina DeMoss,2734,300.0
Central,GM-146802,Greg Matthias,2729,301.0
Central,JG-153102,Jason Gross,2726,302.0
Central,TW-210252,Tamara Willingham,2718,303.0
Central,BD-116352,Brian Derr,2714,304.0
Central,SC-205752,Sonia Cooley,2709,305.0
Central,MH-176202,Matt Hagelstein,2708,306.0
Central,GH-144102,Gary Hansen,2700,307.0
Central,RS-198702,Roy Skaria,2687,308.0
Central,JL-151752,James Lanier,2685,309.0
Central,LF-171854,Luke Foster,2681,310.0
Central,EM-141403,Eugene Moren,2671,311.0
Central,JD-160153,Joy Daniels,2664,312.0
Central,VD-216703,Valerie Dominguez,2663,313.0
Central,DK-128954,Dana Kaydos,2661,314.0
Central,JE-161654,Justin Ellison,2658,315.0
Central,MH-181154,Mick Hernandez,2656,316.0
Central,AG-103902,Allen Goldenen,2646,317.0
Central,MG-176502,Matthew Grinstein,2645,318.0
Central,AH-100752,Adam Hart,2642,319.0
Central,LE-168102,Laurel Elliston,2640,320.0
Central,BD-115602,Brendan Dodson,2635,321.0
Central,HD-147852,Harold Dahlen,2631,322.0
Central,BG-110352,Barry Gonzalez,2630,323.0
Central,DS-130303,Darrin Sayre,2628,324.0
Central,MG-176802,Maureen Gastineau,2615,325.0
Central,TB-216252,Trudy Brown,2611,326.0
Central,MH-174402,Mark Haberlin,2610,327.0
Central,TC-214752,Tony Chapman,2606,328.0
Central,TP-215652,Tracy Poddar,2596,329.0
Central,AH-100303,Aaron Hawkins,2580,330.0
Central,LF-171852,Luke Foster,2576,331.0
Central,SO-203352,Sean O'Donnell,2573,332.0
Central,NP-187002,Nora Preis,2570,333.0
Central,BE-113352,Bill Eplett,2567,334.0
Central,CJ-120103,Caroline Jumper,2566,335.0
Central,EP-139154,Emily Phan,2548,336.0
Central,PB-188053,Patrick Bzostek,2545,337.0
Central,AS-102402,Alan Shonely,2539,338.0
Central,EH-141253,Eugene Hildebrand,2538,339.0
Central,TS-210852,Thais Sissman,2533,340.0
Central,GK-146202,Grace Kelly,2528,341.0
Central,KB-166003,Ken Brennan,2526,342.0
Central,FG-142602,Frank Gastineau,2518,343.0
Central,YS-218803,Yana Sorensen,2517,344.0
Central,RD-199303,Russell D'Ascenzo,2499,345.0
Central,CA-123102,Christine Abelman,2493,346.0
Central,MP-179654,Michael Paige,2493,346.0
Central,KN-163902,Katherine Nockton,2492,347.0
Central,TH-212353,Tiffany House,2491,348.0
Central,EM-140952,Eudokia Martin,2489,349.0
Central,LP-170954,Liz Preis,2488,350.0
Central,AZ-107503,Annie Zypern,2485,351.0
Central,JK-160904,Juliana Krohn,2480,352.0
Central,LC-170503,Liz Carlisle,2477,353.0
Central,MC-181002,Mick Crebagga,2476,354.0
Central,AS-101352,Adrian Shami,2474,355.0
Central,CW-119052,Carl Weiss,2474,355.0
Central,EB-137052,Ed Braxton,2456,356.0
Central,BF-109752,Barbara Fisher,2455,357.0
Central,FH-143653,Fred Hopkins,2449,358.0
Central,RD-196602,Robert Dilbeck,2447,359.0
Central,RC-198252,Roy Collins,2444,360.0
Central,BS-118002,Bryan Spruell,2442,361.0
Central,CC-123702,Christopher Conant,2441,362.0
Central,TP-211302,Theone Pippenger,2438,363.0
Central,RR-195252,Rick Reed,2429,364.0
Central,MS-178302,Melanie Seite,2427,365.0
Central,MC-174253,Mark Cousins,2426,366.0
Central,AR-103452,Alex Russell,2418,367.0
Central,SJ-201252,Sanjit Jacobs,2418,367.0
Central,JF-153552,Jay Fein,2414,368.0
Central,RA-198852,Ruben Ausman,2389,369.0
Central,Dl-136002,Dorris liebe,2385,370.0
Central,FC-142454,Frank Carlisle,2378,371.0
Central,AG-102704,Alejandro Grove,2375,372.0
Central,BF-112152,Benjamin Farhat,2374,373.0
Central,EK-137952,Eileen Kiefer,2373,374.0
Central,GM-146952,Greg Maxwell,2372,375.0
Central,ME-173202,Maria Etezadi,2372,375.0
Central,SZ-200354,Sam Zeldin,2371,376.0
Central,BF-112752,Beth Fritzler,2363,377.0
Central,TS-213402,Toby Swindell,2360,378.0
Central,ES-140202,Erica Smith,2358,379.0
Central,MC-175903,Matt Collister,2353,380.0
Central,DB-134052,Denny Blanton,2348,381.0
Central,DK-128952,Dana Kaydos,2345,382.0
Central,TS-216554,Trudy Schmidt,2345,382.0
Central,SF-202003,Sarah Foster,2342,383.0
Central,NC-183404,Nat Carroll,2338,384.0
Central,NC-184152,Nathan Cano,2335,385.0
Central,CS-121302,Chad Sievert,2328,386.0
Central,TD-209952,Tamara Dahlen,2320,387.0
Central,RM-197502,Roland Murray,2311,388.0
Central,KC-165403,Kelly Collister,2308,389.0
Central,PS-189702,Paul Stevenson,2301,390.0
Central,RD-194803,Rick Duston,2299,391.0
Central,MV-174852,Mark Van Huff,2294,392.0
Central,RP-198552,Roy Phan,2285,393.0
Central,NP-183252,Naresj Patel,2276,394.0
Central,RD-196604,Robert Dilbeck,2275,395.0
Central,EP-139152,Emily Phan,2273,396.0
Central,AG-103002,Aleksandra Gannaway,2272,397.0
Central,RE-194502,Richard Eichhorn,2266,398.0
Central,JJ-154452,Jennifer Jackson,2257,399.0
Central,AG-109002,Arthur Gainer,2254,400.0
Central,FH-143502,Fred Harton,2253,401.0
Central,LO-171702,Lori Olson,2252,402.0
Central,BF-111702,Ben Ferrer,2251,403.0
Central,JH-158203,John Huston,2243,404.0
Central,MP-181754,Mike Pelletier,2238,405.0
Central,MZ-173353,Maria Zettner,2238,405.0
Central,DK-129853,Darren Koutras,2236,406.0
Central,RH-194952,Rick Hansen,2236,406.0
Central,SJ-205003,Shirley Jackson,2236,406.0
Central,BD-113202,Bill Donatelli,2233,407.0
Central,NC-184153,Nathan Cano,2226,408.0
Central,PV-189852,Paul Van Hugh,2225,409.0
Central,BP-111852,Ben Peterman,2222,410.0
Central,KB-163153,Karl Braun,2205,411.0
Central,CL-118902,Carl Ludwig,2204,412.0
Central,LC-169302,Linda Cazamias,2200,413.0
Central,NR-185503,Nick Radford,2199,414.0
Central,BT-115302,Bradley Talbott,2196,415.0
Central,JD-158952,Jonathan Doherty,2196,415.0
Central,SN-207102,Steve Nguyen,2189,416.0
Central,AG-103302,Alex Grayson,2188,417.0
Central,SM-209052,Susan MacKendrick,2184,418.0
Central,CA-127752,Cynthia Arntzen,2181,419.0
Central,AA-104802,Andrew Allen,2163,420.0
Central,CS-118603,Cari Schnelling,2162,421.0
Central,MC-176353,Matthew Clasen,2162,421.0
Central,BM-116502,Brian Moss,2160,422.0
Central,JK-156253,Jim Karlsson,2150,423.0
Central,GA-145152,George Ashbrook,2146,424.0
Central,DE-132553,Deanra Eno,2145,425.0
Central,RA-198853,Ruben Ausman,2142,426.0
Central,MO-178003,Meg O'Connel,2140,427.0
Central,NS-185052,Neola Schneider,2137,428.0
Central,NS-186402,Noel Staavos,2136,429.0
Central,HG-150254,Hunter Glantz,2133,430.0
Central,BT-114403,Bobby Trafton,2128,431.0
Central,HW-149352,Helen Wasserman,2121,432.0
Central,DM-133452,Denise Monton,2120,433.0
Central,JK-153252,Jason Klamczynski,2120,433.0
Central,DK-130902,Dave Kipp,2116,434.0
Central,BT-114852,Brad Thomas,2113,435.0
Central,JR-156702,Jim Radford,2109,436.0
Central,MC-175752,Matt Collins,2102,437.0
Central,DA-134502,Dianna Arnett,2101,438.0
Central,MJ-177402,Max Jones,2088,439.0
Central,BE-114102,Bobby Elias,2083,440.0
Central,DH-130752,Dave Hallsten,2082,441.0
Central,DS-130302,Darrin Sayre,2082,441.0
Central,HG-150252,Hunter Glantz,2079,442.0
Central,MP-174703,Mark Packer,2073,443.0
Central,DF-131354,David Flashing,2068,444.0
Central,GD-145902,Giulietta Dortch,2060,445.0
Central,KL-165552,Kelly Lampkin,2059,446.0
Central,RW-195404,Rick Wilson,2050,447.0
Central,LB-167353,Larry Blacks,2049,448.0
Central,JE-161652,Justin Ellison,2047,449.0
Central,SG-204703,Sheri Gordon,2045,450.0
Central,AB-101052,Adrian Barton,2040,451.0
Central,AR-105102,Andrew Roberts,2030,452.0
Central,JK-152052,Jamie Kunitz,2030,452.0
Central,TH-211154,Thea Hudgings,2027,453.0
Central,BF-112753,Beth Fritzler,2025,454.0
Central,BT-113052,Beth Thompson,2022,455.0
Central,EB-139302,Eric Barreto,2019,456.0
Central,MG-176504,Matthew Grinstein,2018,457.0
Central,SV-203652,Seth Vernon,2018,457.0
Central,TS-213703,Todd Sumrall,2008,458.0
Central,JD-161504,Justin Deggeller,2006,459.0
Central,KB-162403,Karen Bern,2003,460.0
Central,MW-182353,Mitch Willingham,2002,461.0
Central,KM-167202,Kunst Miller,2001,462.0
Central,CG-125203,Claire Gute,1995,463.0
Central,DW-135402,Don Weiss,1993,464.0
Central,AB-106002,Ann Blume,1990,465.0
Central,SB-201854,Sarah Brown,1988,466.0
Central,PB-192102,Phillip Breyer,1982,467.0
Central,SJ-201254,Sanjit Jacobs,1977,468.0
Central,DK-129852,Darren Koutras,1975,469.0
Central,MZ-175152,Mary Zewe,1974,470.0
Central,BB-115454,Brenda Bowman,1973,471.0
Central,AA-106454,Anna Andreadi,1971,472.0
Central,NG-183552,Nat Gilpin,1969,473.0
Central,PR-188802,Patrick Ryan,1961,474.0
Central,AR-104052,Allen Rosenblatt,1958,475.0
Central,EN-137802,Edward Nazzal,1957,476.0
Central,SC-203052,Sean Christensen,1957,476.0
Central,AS-102852,Alejandro Savely,1948,477.0
Central,RA-199154,Russell Applegate,1944,478.0
Central,DP-130003,Darren Powers,1942,479.0
Central,SC-206954,Steve Chapman,1938,480.0
Central,BN-115152,Bradley Nguyen,1937,481.0
Central,MG-181453,Mike Gockenbach,1931,482.0
Central,CC-121002,Chad Cunningham,1927,483.0
Central,CC-124303,Chuck Clark,1925,484.0
Central,ML-174102,Maris LaWare,1924,485.0
Central,BS-113803,Bill Stewart,1920,486.0
Central,BE-114104,Bobby Elias,1919,487.0
Central,JA-159702,Joseph Airdo,1919,487.0
Central,PK-189103,Paul Knutson,1915,488.0
Central,TB-215203,Tracy Blumstein,1915,488.0
Central,MM-172602,Magdelene Morse,1912,489.0
Central,VG-218052,Vivek Grady,1910,490.0
Central,CL-125654,Clay Ludtke,1909,491.0
Central,DB-131202,David Bremer,1908,492.0
Central,JD-160603,Julia Dunbar,1905,493.0
Central,JM-155802,Jill Matthias,1899,494.0
Central,GT-146352,Grant Thornton,1898,495.0
Central,JK-157302,Joe Kamberova,1897,496.0
Central,RW-195402,Rick Wilson,1896,497.0
Central,RD-195852,Rob Dowd,1895,498.0
Central,RB-194654,Rick Bensley,1894,499.0
Central,HG-149654,Henry Goldwyn,1891,500.0
Central,SB-201852,Sarah Brown,1887,501.0
Central,MC-176052,Matt Connell,1886,502.0
Central,DR-128802,Dan Reichenbach,1884,503.0
Central,LC-169602,Lindsay Castell,1884,503.0
Central,PN-187752,Parhena Norris,1883,504.0
Central,DL-128652,Dan Lawera,1879,505.0
Central,VG-217902,Vivek Gonzalez,1879,505.0
Central,CJ-120104,Caroline Jumper,1875,506.0
Central,JB-154002,Jennifer Braxton,1874,507.0
Central,HH-150102,Hilary Holden,1873,508.0
Central,SF-200652,Sandra Flanagan,1872,509.0
Central,LC-171402,Logan Currie,1868,510.0
Central,RC-199602,Ryan Crowe,1860,511.0
Central,TT-210702,Ted Trevino,1860,511.0
Central,MN-179352,Michael Nguyen,1859,512.0
Central,JH-154302,Jennifer Halladay,1853,513.0
Central,MO-179502,Michael Oakman,1846,514.0
Central,TT-212203,Thomas Thornton,1846,514.0
Central,SC-207254,Steven Cartwright,1841,515.0
Central,ES-140802,Erin Smith,1834,516.0
Central,KE-164202,Katrina Edelman,1834,516.0
Central,QJ-192553,Quincy Jones,1834,516.0
Central,SG-208903,Susan Gilcrest,1834,516.0
Central,GH-144104,Gary Hansen,1832,517.0
Central,JP-155204,Jeremy Pistek,1831,518.0
Central,DJ-136302,Doug Jacobs,1830,519.0
Central,IL-151004,Ivan Liston,1826,520.0
Central,MH-174554,Mark Hamilton,1825,521.0
Central,JA-159703,Joseph Airdo,1820,522.0
Central,SM-200052,Sally Matthias,1820,522.0
Central,TH-215503,Tracy Hopkins,1817,523.0
Central,SN-207104,Steve Nguyen,1813,524.0
Central,DB-132102,Dean Braden,1809,525.0
Central,HG-150253,Hunter Glantz,1805,526.0
Central,KD-162703,Karen Daniels,1805,526.0
Central,PH-187903,Patricia Hirasaki,1803,527.0
Central,CL-127002,Craig Leslie,1800,528.0
Central,LD-170052,Lisa DeCherney,1798,529.0
Central,SC-206952,Steve Chapman,1798,529.0
Central,SB-201702,Sarah Bern,1797,530.0
Central,DJ-135102,Don Jones,1795,531.0
Central,AC-104504,Amy Cox,1794,532.0
Central,ED-138852,Emily Ducich,1794,532.0
Central,LW-171252,Liz Willingham,1790,533.0
Central,LS-169452,Linda Southworth,1788,534.0
Central,SF-209654,Sylvia Foulston,1787,535.0
Central,TS-214302,Tom Stivers,1782,536.0
Central,SL-201553,Sara Luxemburg,1781,537.0
Central,MF-176653,Maureen Fritzler,1778,538.0
Central,CM-119352,Carlos Meador,1777,539.0
Central,TC-212953,Toby Carlisle,1773,540.0
Central,RO-197804,Rose O'Brian,1772,541.0
Central,TC-211453,Theresa Coyne,1768,542.0
Central,KH-166902,Kristen Hastings,1767,543.0
Central,MH-177852,Maya Herman,1764,544.0
Central,AH-104654,Amy Hunt,1757,545.0
Central,NC-183402,Nat Carroll,1754,546.0
Central,AA-104804,Andrew Allen,1749,547.0
Central,SS-205902,Sonia Sunley,1749,547.0
Central,AW-109304,Arthur Wiediger,1748,548.0
Central,NC-184154,Nathan Cano,1747,549.0
Central,SL-201554,Sara Luxemburg,1744,550.0
Central,JH-159853,Joseph Holt,1738,551.0
Central,ME-173204,Maria Etezadi,1738,551.0
Central,TS-214303,Tom Stivers,1737,552.0
Central,PL-189252,Paul Lucas,1729,553.0
Central,HH-150103,Hilary Holden,1726,554.0
Central,AC-106602,Anna Chung,1722,555.0
Central,SS-205152,Shirley Schmidt,1722,555.0
Central,LR-169153,Lena Radford,1721,556.0
Central,LC-169304,Linda Cazamias,1719,557.0
Central,AJ-109454,Ashley Jarboe,1716,558.0
Central,IG-150852,Ivan Gibson,1716,558.0
Central,AT-104352,Alyssa Tate,1715,559.0
Central,CL-125652,Clay Ludtke,1714,560.0
Central,JB-154003,Jennifer Braxton,1714,560.0
Central,KT-164654,Kean Takahito,1711,561.0
Central,BB-109902,Barry Blumstein,1701,562.0
Central,GB-145752,Giulietta Baptist,1701,562.0
Central,MC-178452,Michael Chen,1695,563.0
Central,JJ-154453,Jennifer Jackson,1693,564.0
Central,LM-170652,Liz MacKendrick,1687,565.0
Central,SV-208152,Stuart Van,1685,566.0
Central,DV-130453,Darrin Van Huff,1683,567.0
Central,EH-140053,Erica Hernandez,1676,568.0
Central,JO-151454,Jack O'Briant,1672,569.0
Central,BS-113802,Bill Stewart,1671,570.0
Central,PW-190302,Pauline Webber,1670,571.0
Central,MD-173503,Maribeth Dona,1666,572.0
Central,PF-191202,Peter Fuller,1666,572.0
Central,BG-117402,Bruce Geld,1664,573.0
Central,GA-147252,Guy Armstrong,1657,574.0
Central,BS-117553,Bruce Stewart,1656,575.0
Central,PS-189703,Paul Stevenson,1656,575.0
Central,BO-113504,Bill Overfelt,1655,576.0
Central,TS-210853,Thais Sissman,1652,577.0
Central,KN-163903,Katherine Nockton,1647,578.0
Central,KD-162704,Karen Daniels,1639,579.0
Central,MS-177702,Maxwell Schwartz,1638,580.0
Central,DH-130753,Dave Hallsten,1637,581.0
Central,CW-119053,Carl Weiss,1635,582.0
Central,HM-149803,Henry MacAllister,1631,583.0
Central,JK-160902,Juliana Krohn,1631,583.0
Central,CP-123403,Christine Phan,1628,584.0
Central,EM-138254,Elizabeth Moffitt,1622,585.0
Central,AG-103003,Aleksandra Gannaway,1620,586.0
Central,CV-122954,Christina VanderZanden,1615,587.0
Central,MK-179052,Michael Kennedy,1612,588.0
Central,NM-184453,Nathan Mautz,1612,588.0
Central,DK-133752,Dennis Kane,1608,589.0
Central,TB-213553,Todd Boyes,1604,590.0
Central,BP-111552,Becky Pak,1603,591.0
Central,ND-184603,Neil Ducich,1602,592.0
Central,AS-100902,Adam Shillingsburg,1597,593.0
Central,LT-167652,Larry Tron,1591,594.0
Central,GR-145602,Georgia Rosenberg,1588,595.0
Central,MA-179952,Michelle Arnett,1583,596.0
Central,WB-218503,William Brown,1582,597.0
Central,JL-158353,John Lee,1581,598.0
Central,LD-168553,Lela Donovan,1580,599.0
Central,GT-147102,Greg Tran,1577,600.0
Central,MJ-177403,Max Jones,1576,601.0
Central,BT-114402,Bobby Trafton,1575,602.0
Central,RF-197354,Roland Fjeld,1572,603.0
Central,IM-150703,Irene Maddox,1570,604.0
Central,KM-163754,Katherine Murray,1570,604.0
Central,KL-166452,Ken Lonsdale,1568,605.0
Central,MV-181902,Mike Vittorini,1566,606.0
Central,SC-206953,Steve Chapman,1566,606.0
Central,RP-198554,Roy Phan,1543,607.0
Central,AW-109303,Arthur Wiediger,1536,608.0
Central,RB-197953,Ross Baird,1534,609.0
Central,CM-118153,Candace McMahon,1533,610.0
Central,JD-160602,Julia Dunbar,1533,610.0
Central,DL-134953,Dionis Lloyd,1531,611.0
Central,BP-110503,Barry Pond,1527,612.0
Central,DL-133153,Delfina Latchford,1527,612.0
Central,MY-182954,Muhammed Yedwab,1527,612.0
Central,JB-160003,Joy Bell-,1524,613.0
Central,SU-206654,Stephanie Ulpright,1521,614.0
Central,AG-104953,Andrew Gjertsen,1520,615.0
Central,MC-176352,Matthew Clasen,1520,615.0
Central,RF-193452,Randy Ferguson,1520,615.0
Central,BG-110353,Barry Gonzalez,1516,616.0
Central,BM-111403,Becky Martin,1516,616.0
Central,DV-130452,Darrin Van Huff,1516,616.0
Central,SD-204852,Shirley Daniels,1515,617.0
Central,CM-126552,Corinna Mitchell,1512,618.0
Central,MC-181302,Mike Caudle,1509,619.0
Central,MW-182352,Mitch Willingham,1509,619.0
Central,GM-144402,Gary McGarr,1508,620.0
Central,JH-154303,Jennifer Halladay,1508,620.0
Central,LC-168852,Lena Creighton,1506,621.0
Central,MG-178903,Michael Granlund,1499,622.0
Central,LS-172302,Lycoris Saunders,1498,623.0
Central,VP-217602,Victoria Pisteka,1496,624.0
Central,PT-190902,Pete Takahito,1492,625.0
Central,SK-199903,Sally Knutson,1486,626.0
Central,AS-100454,Aaron Smayling,1476,627.0
Central,DB-136603,Duane Benoit,1476,627.0
Central,CP-123402,Christine Phan,1470,628.0
Central,MM-182802,Muhammed MacIntyre,1469,629.0
Central,BF-110202,Barry FranzÃ¶sisch,1468,630.0
Central,TP-211303,Theone Pippenger,1460,631.0
Central,AB-100603,Adam Bellavance,1459,632.0
Central,AH-106902,Anna HÃ¤berlin,1458,633.0
Central,JC-153852,Jenna Caffey,1458,633.0
Central,AB-100153,Aaron Bergman,1457,634.0
Central,HL-150402,Hunter Lopez,1457,634.0
Central,CS-122503,Chris Selesnick,1455,635.0
Central,DJ-134204,Denny Joy,1455,635.0
Central,CC-124752,Cindy Chapman,1452,636.0
Central,DB-133602,Dennis Bolton,1446,637.0
Central,JK-153253,Jason Klamczynski,1444,638.0
Central,EA-140354,Erin Ashbrook,1442,639.0
Central,KC-162552,Karen Carlisle,1439,640.0
Central,OT-187302,Olvera Toch,1439,640.0
Central,BW-111102,Bart Watters,1433,641.0
Central,AS-106302,Ann Steele,1427,642.0
Central,CM-122354,Chris McAfee,1427,642.0
Central,DR-129403,Daniel Raglin,1427,642.0
Central,AG-106753,Anna Gayman,1424,643.0
Central,DK-128953,Dana Kaydos,1424,643.0
Central,BD-115002,Bradley Drucker,1423,644.0
Central,DE-132554,Deanra Eno,1423,644.0
Central,CY-127452,Craig Yedwab,1422,645.0
Central,AO-108102,Anthony O'Donnell,1421,646.0
Central,CM-121602,Charles McCrossin,1419,647.0
Central,AC-104502,Amy Cox,1415,648.0
Central,MG-178902,Michael Granlund,1413,649.0
Central,AH-101953,Alan Haines,1412,650.0
Central,MC-175904,Matt Collister,1408,651.0
Central,DB-135554,Dorothy Badders,1407,652.0
Central,TB-211753,Thomas Boland,1405,653.0
Central,BM-117852,Bryan Mills,1403,654.0
Central,SC-200503,Sample Company A,1401,655.0
Central,CA-122652,Christina Anderson,1396,656.0
Central,CA-122653,Christina Anderson,1396,656.0
Central,LC-168702,Lena Cacioppo,1392,657.0
Central,JD-157903,John Dryer,1391,658.0
Central,BT-113954,Bill Tyler,1385,659.0
Central,JL-151753,James Lanier,1384,660.0
Central,MK-181602,Mike Kennedy,1382,661.0
Central,JD-158953,Jonathan Doherty,1378,662.0
Central,AG-109004,Arthur Gainer,1372,663.0
Central,RB-195702,Rob Beeghly,1366,664.0
Central,SF-202002,Sarah Foster,1366,664.0
Central,DP-133902,Dennis Pardue,1365,665.0
Central,GH-144854,Gene Hale,1362,666.0
Central,MD-178602,Michael Dominguez,1359,667.0
Central,RR-193153,Ralph Ritter,1354,668.0
Central,SJ-202152,Sarah Jordon,1351,669.0
Central,AH-101202,Adrian Hane,1350,670.0
Central,RB-197053,Roger Barcio,1349,671.0
Central,JS-160304,Joy Smith,1348,672.0
Central,KB-162404,Karen Bern,1348,672.0
Central,BP-111854,Ben Peterman,1344,673.0
Central,AH-104653,Amy Hunt,1343,674.0
Central,BE-114552,Brad Eason,1343,674.0
Central,CC-125502,Clay Cheatham,1343,674.0
Central,AG-102702,Alejandro Grove,1339,675.0
Central,DC-128502,Dan Campbell,1339,675.0
Central,NB-185802,Nicole Brennan,1339,675.0
Central,GT-147552,Guy Thornton,1336,676.0
Central,RE-194053,Ricardo Emerson,1336,676.0
Central,CG-125202,Claire Gute,1333,677.0
Central,RO-197802,Rose O'Brian,1333,677.0
Central,EB-139753,Erica Bern,1329,678.0
Central,LH-170202,Lisa Hazard,1329,678.0
Central,BS-116654,Brian Stugart,1328,679.0
Central,MB-180852,Mick Brown,1328,679.0
Central,CP-120852,Cathy Prescott,1327,680.0
Central,PK-190754,Pete Kriz,1325,681.0
